province	drenthe	52.947601	6.623059
province	flevoland	52.546761	5.536600
province	friesland	52.844948	5.710553
province	gelderland	52.045155	5.871824
province	groningen	53.219384	6.566502
province	limburg	51.4427238	6.060873
province	noord-brabant	51.4826537	5.232169
province	noord-holland	52.5205869	4.788474
province	overijssel	52.4387814	6.501641
province	utrecht	52.0907374	5.121420
province	zeeland	51.4940309	3.849682
province	zuid-holland	52.0207975	4.493784
